pizza_index,raw_menus,time_stamps,menus_clean,garnish,title,ingredients
332,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,crimini mushroom
332,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,baby spinach
332,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,caramelized onion
332,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,pine nut
332,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,asiago cheese
332,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,mozzarella cheese
333,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",, tomato 
333,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,onion
333,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,fontina cheese
333,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,mozzarella cheese
334,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/1/19 9:49,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,red bell pepper
334,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/1/19 9:49,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,yellow bell pepper
334,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/1/19 9:49,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,onion
334,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/1/19 9:49,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,feta cheese
334,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/1/19 9:49,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,mozzarella cheese
335,"Corn, onion, mozzarella cheese;  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",10/1/19 9:49,"corn, onion, mozzarella cheese","  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",,corn
335,"Corn, onion, mozzarella cheese;  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",10/1/19 9:49,"corn, onion, mozzarella cheese","  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",,onion
335,"Corn, onion, mozzarella cheese;  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",10/1/19 9:49,"corn, onion, mozzarella cheese","  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",,mozzarella cheese
336,"Organic Early Girl tomato (Oya Organics), onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic early girl tomato (oya organics), onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",, tomato 
336,"Organic Early Girl tomato (Oya Organics), onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic early girl tomato (oya organics), onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,onion
336,"Organic Early Girl tomato (Oya Organics), onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic early girl tomato (oya organics), onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,cheddar cheese
336,"Organic Early Girl tomato (Oya Organics), onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic early girl tomato (oya organics), onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,mozzarella cheese
337,"Baby chard, baby kale, leeks, mozzarella cheese;  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",10/1/19 9:49,"baby chard, baby kale, leeks, mozzarella cheese","  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",,baby chard
337,"Baby chard, baby kale, leeks, mozzarella cheese;  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",10/1/19 9:49,"baby chard, baby kale, leeks, mozzarella cheese","  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",,baby kale
337,"Baby chard, baby kale, leeks, mozzarella cheese;  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",10/1/19 9:49,"baby chard, baby kale, leeks, mozzarella cheese","  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",,leeks
337,"Baby chard, baby kale, leeks, mozzarella cheese;  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",10/1/19 9:49,"baby chard, baby kale, leeks, mozzarella cheese","  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",,mozzarella cheese
338,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,crimini mushroom
338,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,baby spinach
338,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,caramelized onion
338,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,pine nut
338,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,asiago cheese
338,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/1/19 9:49,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,mozzarella cheese
339,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",, tomato 
339,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,onion
339,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,fontina cheese
339,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/1/19 9:49,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,mozzarella cheese
340,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/4/19 3:34,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,red bell pepper
340,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/4/19 3:34,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,yellow bell pepper
340,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/4/19 3:34,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,onion
340,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/4/19 3:34,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,feta cheese
340,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",10/4/19 3:34,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,mozzarella cheese
341,"Corn, onion, mozzarella cheese;  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",10/4/19 3:34,"corn, onion, mozzarella cheese","  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",,corn
341,"Corn, onion, mozzarella cheese;  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",10/4/19 3:34,"corn, onion, mozzarella cheese","  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",,onion
341,"Corn, onion, mozzarella cheese;  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",10/4/19 3:34,"corn, onion, mozzarella cheese","  garnished with queso fresco cheese, house made tomatillo sauce, fresh cilantro",,mozzarella cheese
342,"Organic Early Girl tomato (Oya Organics), onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/4/19 3:34,"organic early girl tomato (oya organics), onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",, tomato 
342,"Organic Early Girl tomato (Oya Organics), onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/4/19 3:34,"organic early girl tomato (oya organics), onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,onion
342,"Organic Early Girl tomato (Oya Organics), onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/4/19 3:34,"organic early girl tomato (oya organics), onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,cheddar cheese
342,"Organic Early Girl tomato (Oya Organics), onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/4/19 3:34,"organic early girl tomato (oya organics), onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,mozzarella cheese
343,"Baby chard, baby kale, leeks, mozzarella cheese;  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",10/4/19 3:34,"baby chard, baby kale, leeks, mozzarella cheese","  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",,baby chard
343,"Baby chard, baby kale, leeks, mozzarella cheese;  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",10/4/19 3:34,"baby chard, baby kale, leeks, mozzarella cheese","  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",,baby kale
343,"Baby chard, baby kale, leeks, mozzarella cheese;  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",10/4/19 3:34,"baby chard, baby kale, leeks, mozzarella cheese","  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",,leeks
343,"Baby chard, baby kale, leeks, mozzarella cheese;  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",10/4/19 3:34,"baby chard, baby kale, leeks, mozzarella cheese","  garnished with garlic olive oil, Montalban cheese, orange zest, lemon zest, Italian parsley",,mozzarella cheese
344,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/4/19 3:34,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,crimini mushroom
344,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/4/19 3:34,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,baby spinach
344,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/4/19 3:34,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,caramelized onion
344,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/4/19 3:34,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,pine nut
344,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/4/19 3:34,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,asiago cheese
344,"Crimini mushroom, baby spinach, caramelized onion, pine nut, Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",10/4/19 3:34,"crimini mushroom, baby spinach, caramelized onion, pine nut, asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,mozzarella cheese
345,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/4/19 3:34,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",, tomato 
345,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/4/19 3:34,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,onion
345,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/4/19 3:34,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,fontina cheese
345,"Organic tomato (Oya Organics), onion, Fontina cheese, mozzarella cheese;  garnished with garlic olive oil, Italian parsley, oregano",10/4/19 3:34,"organic tomato (oya organics), onion, fontina cheese, mozzarella cheese","  garnished with garlic olive oil, Italian parsley, oregano",,mozzarella cheese
346,"Artichoke heart, baby spinach, Berkeley-made fresh ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",11/11/19 17:32,"artichoke heart, baby spinach, berkeley-made fresh ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",,artichoke heart
346,"Artichoke heart, baby spinach, Berkeley-made fresh ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",11/11/19 17:32,"artichoke heart, baby spinach, berkeley-made fresh ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",,baby spinach
346,"Artichoke heart, baby spinach, Berkeley-made fresh ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",11/11/19 17:32,"artichoke heart, baby spinach, berkeley-made fresh ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",,ricotta cheese 
346,"Artichoke heart, baby spinach, Berkeley-made fresh ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",11/11/19 17:32,"artichoke heart, baby spinach, berkeley-made fresh ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",,mozzarella cheese
347,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,red bell pepper
347,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,yellow bell pepper
347,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,onion
347,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,feta cheese
347,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,mozzarella cheese
348,"Tomato, onion, Gruyère cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",11/11/19 17:32,"tomato, onion, gruyère cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",,tomato
348,"Tomato, onion, Gruyère cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",11/11/19 17:32,"tomato, onion, gruyère cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",,onion
348,"Tomato, onion, Gruyère cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",11/11/19 17:32,"tomato, onion, gruyère cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",,gruyere cheese
348,"Tomato, onion, Gruyère cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",11/11/19 17:32,"tomato, onion, gruyère cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",,mozzarella cheese
349,"Roasted eggplant , mozzarella cheese; garnished with house made tzatziki sauce, fried spiced chickpea, mint, Italian parsley",11/11/19 17:32,"roasted eggplant , mozzarella cheese"," garnished with house made tzatziki sauce, fried spiced chickpea, mint, Italian parsley",,roasted eggplant 
349,"Roasted eggplant , mozzarella cheese; garnished with house made tzatziki sauce, fried spiced chickpea, mint, Italian parsley",11/11/19 17:32,"roasted eggplant , mozzarella cheese"," garnished with house made tzatziki sauce, fried spiced chickpea, mint, Italian parsley",,mozzarella cheese
350,"Cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",11/11/19 17:32,"cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,cremini mushroom
350,"Cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",11/11/19 17:32,"cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,caramelized onion
350,"Cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",11/11/19 17:32,"cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",, baby spinach
350,"Cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",11/11/19 17:32,"cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,pine nut
350,"Cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",11/11/19 17:32,"cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,asiago cheese
350,"Cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh Asiago cheese, mozzarella cheese; garnished with garlic olive oil , Italian parsley",11/11/19 17:32,"cremini mushroom, caramelized onion, organic baby spinach, pine nut, fresh asiago cheese, mozzarella cheese"," garnished with garlic olive oil , Italian parsley",,mozzarella cheese
351,"Broccolini, onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, lemon zest, Italian parsley",11/11/19 17:32,"broccolini, onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, lemon zest, Italian parsley",,broccolini
351,"Broccolini, onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, lemon zest, Italian parsley",11/11/19 17:32,"broccolini, onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, lemon zest, Italian parsley",,onion
351,"Broccolini, onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, lemon zest, Italian parsley",11/11/19 17:32,"broccolini, onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, lemon zest, Italian parsley",,cheddar cheese
351,"Broccolini, onion, cheddar cheese, mozzarella cheese;  garnished with garlic olive oil, lemon zest, Italian parsley",11/11/19 17:32,"broccolini, onion, cheddar cheese, mozzarella cheese","  garnished with garlic olive oil, lemon zest, Italian parsley",,mozzarella cheese
352,"Artichoke heart, baby spinach, Berkeley-made fresh ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",11/11/19 17:32,"artichoke heart, baby spinach, berkeley-made fresh ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",,artichoke heart
352,"Artichoke heart, baby spinach, Berkeley-made fresh ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",11/11/19 17:32,"artichoke heart, baby spinach, berkeley-made fresh ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",,baby spinach
352,"Artichoke heart, baby spinach, Berkeley-made fresh ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",11/11/19 17:32,"artichoke heart, baby spinach, berkeley-made fresh ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",,ricotta cheese 
352,"Artichoke heart, baby spinach, Berkeley-made fresh ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",11/11/19 17:32,"artichoke heart, baby spinach, berkeley-made fresh ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",,mozzarella cheese
353,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,red bell pepper
353,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,yellow bell pepper
353,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,onion
353,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,feta cheese
353,"Red , yellow bell pepper, onion, Valbreso feta cheese, mozzarella cheese;  garnished with house made olive tapenade , Italian parsley",11/11/19 17:32,"red , yellow bell pepper, onion, valbreso feta cheese, mozzarella cheese","  garnished with house made olive tapenade , Italian parsley",,mozzarella cheese
354,"Tomato, onion, Gruyère cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",11/11/19 17:32,"tomato, onion, gruyère cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",,tomato
354,"Tomato, onion, Gruyère cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",11/11/19 17:32,"tomato, onion, gruyère cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",,onion
354,"Tomato, onion, Gruyère cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",11/11/19 17:32,"tomato, onion, gruyère cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",,gruyere cheese
354,"Tomato, onion, Gruyère cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",11/11/19 17:32,"tomato, onion, gruyère cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",,mozzarella cheese
